"visitor","day_pass","season_ticket","domestic","state","country","gender","age","maine_res","stay_four","payment_method","ice_cream_purch","ice_cream_flavor","sky_chair","ferris_wheel","lobster_claw","lobster_junior","merch_spend","lobsterama_spend"
582,1,"No",0,"NaN","BRA",0,32,"No",1,0,1,"Chocolate",0,1,1,1,53.7912195328292,19.9
583,1,"No",1,"Other","USA",0,47,"No",1,0,1,"Vanilla",0,1,0,1,45.2886229338925,17.72
584,0,"Yes",1,"NH","USA",1,40,"No",0,0,0,"None",0,0,0,1,51.1484268248265,33.4
585,0,"Yes",1,"ME","USA",1,33,"Yes",1,1,0,"None",1,0,0,0,49.4394894435915,26.66
586,1,"No",1,"ME","USA",1,30,"Yes",0,0,0,"None",0,1,0,0,32.5699120969818,30.43
587,1,"No",1,"ME","USA",1,27,"Yes",1,0,0,"None",1,0,0,1,32.0906784124621,23.35
588,1,"No",1,"ME","USA",1,44,"Yes",1,0,0,"None",1,0,0,0,41.0878035998008,32.7
589,1,"No",1,"MA","USA",0,28,"No",0,0,1,"Vanilla",1,1,0,0,33.139295169434,19.95
590,0,"Yes",1,"NY","USA",1,29,"No",0,0,0,"None",1,1,0,1,49.4119536574294,22.42
591,1,"No",1,"ME","USA",1,36,"Yes",1,0,1,"Vanilla",0,0,0,0,39.3393702206248,25
592,1,"No",1,"NH","USA",1,27,"No",1,0,0,"None",0,0,1,0,47.650322888364,29.04
593,1,"No",1,"NY","USA",1,36,"No",1,1,0,"None",1,1,0,0,24.5994808906976,30.52
594,1,"No",1,"ME","USA",0,35,"Yes",1,0,1,"Chocolate",1,0,0,0,36.7395110303156,20.88
595,0,"Yes",1,"NH","USA",0,26,"No",1,0,0,"None",0,0,0,1,41.2100284919379,50.17
596,0,"Yes",1,"MA","USA",1,29,"No",0,0,0,"None",1,1,0,1,47.4681607624335,24.9
597,1,"No",1,"MA","USA",1,48,"No",1,0,0,"None",0,0,0,1,30.3180757036367,6.02
598,0,"Yes",1,"VT","USA",0,33,"No",1,0,0,"None",0,0,0,0,43.9702206971678,53.73
599,1,"No",1,"VT","USA",0,34,"No",1,0,0,"None",0,0,0,1,42.978399411396,47.41
600,1,"No",0,"NaN","CHN",0,37,"No",1,0,0,"None",1,1,0,0,67.960759085202,25.35
601,0,"Yes",1,"MA","USA",0,39,"No",1,1,0,"None",0,0,1,1,49.9420856919466,22.74
602,1,"No",1,"ME","USA",1,46,"Yes",0,0,0,"None",0,1,0,1,31.2289380608353,39.34
603,1,"No",1,"MA","USA",1,39,"No",1,0,0,"None",0,1,0,1,52.4490349207783,25.41
604,1,"No",1,"ME","USA",1,39,"Yes",1,0,0,"None",1,0,0,0,47.8610187817881,8.63
605,0,"Yes",1,"NY","USA",1,25,"No",1,0,1,"Vanilla",0,0,0,1,44.3905866831829,28.57
606,1,"No",1,"VT","USA",1,29,"No",0,0,1,"Chocolate",1,1,0,1,48.4106630071847,37.53
607,1,"No",1,"NY","USA",0,36,"No",1,0,1,"Vanilla",1,0,0,0,38.8701530928104,51.03
608,1,"No",1,"MA","USA",0,39,"No",1,0,0,"None",0,0,1,0,40.8916617288745,29.1
609,1,"No",1,"ME","USA",1,38,"Yes",1,0,0,"None",0,0,0,0,35.7106487320861,34.94
610,1,"No",1,"Other","USA",0,36,"No",0,0,0,"None",1,0,1,1,37.8901071223812,20.5
611,1,"No",0,"NaN","IND",1,35,"No",1,0,0,"None",1,0,1,0,59.7096997025451,30.94
612,1,"No",1,"Other","USA",0,39,"No",1,1,0,"None",1,0,0,0,34.5988056753499,25.15
613,1,"No",1,"ME","USA",0,37,"Yes",1,0,1,"Vanilla",1,0,1,0,30.7504783405864,40.67
614,1,"No",1,"Other","USA",1,29,"No",1,0,0,"None",1,1,0,1,29.4217322031279,19.82
615,1,"No",1,"MA","USA",1,43,"No",0,0,1,"Vanilla",1,0,0,1,23.0090049344127,25.59
616,1,"No",1,"NH","USA",1,43,"No",0,0,0,"None",0,1,0,1,42.01999513624,20.86
617,0,"Yes",1,"ME","USA",1,39,"Yes",1,0,0,"None",1,0,0,0,45.0800701320087,30.4
618,1,"No",1,"Other","USA",0,43,"No",0,0,0,"None",1,0,0,1,46.4884318692667,39.42
619,1,"No",0,"NaN","CHN",1,47,"No",1,0,0,"None",0,1,0,1,48.7016202917161,29.71
620,1,"No",1,"ME","USA",1,51,"Yes",1,0,0,"None",0,1,0,0,49.369146318386,47.14
621,0,"Yes",1,"ME","USA",0,39,"Yes",1,0,0,"None",0,0,0,0,34.8007638004907,17.82
622,0,"Yes",1,"ME","USA",0,40,"Yes",0,0,1,"Chocolate",1,1,0,0,41.9208347547243,14.96
623,0,"Yes",1,"ME","USA",0,39,"Yes",1,0,1,"Vanilla",0,0,1,0,45.6395966224241,26.95
624,1,"No",1,"NH","USA",1,34,"No",1,1,1,"Chocolate",1,1,0,1,37.6184892372117,21.23
625,1,"No",1,"MA","USA",1,37,"No",0,0,0,"None",0,1,0,1,30.7814715009013,27.7
626,0,"Yes",1,"VT","USA",0,33,"No",0,0,0,"None",0,1,0,1,41.6714879198829,27.2
627,1,"No",1,"ME","USA",1,40,"Yes",0,0,0,"None",1,1,1,0,35.232260264272,12.73
628,1,"No",1,"MA","USA",0,34,"No",1,0,0,"None",1,0,0,1,47.88193337292,50.08
629,1,"No",0,"NaN","CAN",1,28,"No",1,0,0,"None",0,1,1,0,47.101479111165,30.5
630,1,"No",0,"NaN","CAN",1,37,"No",1,0,0,"None",1,1,0,1,56.5210275767499,29.68
631,1,"No",0,"NaN","CAN",1,39,"No",1,0,1,"Vanilla",1,0,1,0,50.6895528177353,33.35
632,1,"No",1,"VT","USA",0,42,"No",1,0,0,"None",0,0,0,1,38.1482698890269,34.32
633,1,"No",1,"NY","USA",0,32,"No",1,1,1,"Vanilla",0,1,0,0,40.8498416951807,33.3
634,1,"No",0,"NaN","ROK",1,42,"No",1,1,1,"Chocolate",1,1,1,0,66.528758029709,37.42
635,1,"No",0,"NaN","CAN",1,43,"No",1,1,0,"None",1,0,0,1,50.2596001166171,29.99
636,1,"No",1,"VT","USA",1,23,"No",0,0,0,"None",0,1,0,0,47.049328920601,15.28
637,0,"Yes",1,"ME","USA",1,44,"Yes",1,0,0,"None",1,0,0,1,47.8180350873034,30.84
638,0,"Yes",1,"Other","USA",1,37,"No",1,0,0,"None",0,0,0,0,50.5989247416015,18.83
639,0,"Yes",1,"ME","USA",1,46,"Yes",0,0,1,"Vanilla",0,1,0,0,53.5420700753193,28.56
640,0,"Yes",1,"NY","USA",1,42,"No",0,0,0,"None",0,0,0,0,36.748452027598,19.37
641,0,"Yes",1,"MA","USA",1,38,"No",0,0,0,"None",1,1,0,1,27.1580606843188,45.03
642,0,"Yes",1,"NH","USA",1,34,"No",1,0,0,"None",0,0,0,0,29.0017796620556,22.14
643,0,"Yes",1,"RI","USA",0,34,"No",0,0,0,"None",0,0,1,0,46.319100597191,27.79
644,1,"No",1,"MA","USA",1,35,"No",0,0,0,"None",0,0,0,1,47.4222279385813,32.11
645,1,"No",1,"VT","USA",1,29,"No",1,0,0,"None",1,1,1,1,38.610324911317,38.32
646,1,"No",0,"NaN","CHN",0,20,"No",1,1,0,"None",0,1,0,0,54.7706078670029,32.24
647,1,"No",0,"NaN","ROK",0,37,"No",1,0,0,"None",1,0,0,0,44.2692187297266,28.71
648,1,"No",1,"Other","USA",1,35,"No",1,0,0,"None",1,0,0,1,55.5619204235215,43.75
649,1,"No",1,"Other","USA",0,36,"No",1,0,0,"None",0,1,1,1,44.5405861729517,24.5
650,1,"No",0,"NaN","CHN",1,52,"No",1,0,0,"None",1,1,0,0,60.8786947922081,26.62
651,1,"No",1,"VT","USA",0,43,"No",1,0,0,"None",0,1,1,0,42.6998160791247,30.64
652,1,"No",1,"ME","USA",1,40,"Yes",1,0,1,"Chocolate",0,0,0,0,30.8802866926987,15.56
653,1,"No",1,"RI","USA",1,40,"No",1,0,1,"Vanilla",0,1,1,0,21.7408491999278,39.27
654,1,"No",1,"ME","USA",0,31,"Yes",0,0,0,"None",0,0,0,1,40.9182666512813,44.62
655,1,"No",1,"MA","USA",1,31,"No",1,1,0,"None",0,1,0,0,56.278777925291,31.97
656,1,"No",1,"ME","USA",1,34,"Yes",1,0,0,"None",0,0,0,1,37.3314059585344,25.79
657,1,"No",0,"NaN","UK",0,31,"No",1,1,1,"Vanilla",1,1,0,1,63.0679197129681,33.19
658,1,"No",1,"NY","USA",0,35,"No",0,0,0,"None",0,0,0,1,23.4413723656578,15.42
659,1,"No",0,"NaN","BRA",1,52,"No",1,0,0,"None",1,1,0,0,57.8080237238407,26.77
660,0,"Yes",1,"ME","USA",0,38,"Yes",1,1,0,"None",0,0,0,1,27.337724290991,21.75
661,1,"No",0,"NaN","JPN",0,22,"No",1,0,0,"None",1,1,0,1,55.8696185710472,33.29
662,1,"No",1,"ME","USA",0,39,"Yes",0,0,0,"None",1,1,0,1,44.8310697652873,41.43
663,0,"Yes",1,"ME","USA",1,29,"Yes",1,1,1,"Vanilla",1,1,0,0,47.4718603114216,52.48
664,0,"Yes",1,"VT","USA",0,26,"No",0,0,1,"Chocolate",1,1,0,1,41.7519414843101,46.59
665,0,"Yes",1,"Other","USA",1,23,"No",1,0,0,"None",0,1,0,0,39.4981093646324,17.12
666,0,"Yes",1,"RI","USA",0,34,"No",0,0,0,"None",0,0,0,0,21.8479389466571,25.97
667,0,"Yes",1,"ME","USA",1,39,"Yes",1,0,1,"Vanilla",0,1,0,1,42.2582779715969,34.73
668,0,"Yes",1,"MA","USA",1,36,"No",0,0,1,"Chocolate",1,1,1,0,37.1809865375925,29.6
669,0,"Yes",1,"ME","USA",1,29,"Yes",0,0,0,"None",0,1,0,0,44.0017751845175,27.46
670,1,"No",0,"NaN","CAN",0,33,"No",1,0,1,"Chocolate",1,1,1,0,59.882152869905,33.6
671,1,"No",1,"Other","USA",0,40,"No",1,0,1,"Vanilla",0,0,0,1,44.0190289204926,6.83
672,1,"No",0,"NaN","GER",0,40,"No",1,0,0,"None",0,1,1,0,57.5316092423259,35.41
673,1,"No",0,"NaN","FRA",1,36,"No",1,0,0,"None",0,0,0,1,60.2178426543038,26
674,1,"No",1,"NH","USA",1,38,"No",0,0,1,"Chocolate",1,1,0,0,26.1098804706185,40.27
675,1,"No",1,"ME","USA",0,34,"Yes",1,1,0,"None",0,1,1,0,29.6819603390922,27.3
676,1,"No",1,"NH","USA",0,41,"No",0,0,1,"Chocolate",0,1,1,1,33.370543076934,31.64
677,0,"Yes",1,"NY","USA",1,29,"No",1,0,0,"None",1,1,0,0,36.7888244660067,43.82
678,0,"Yes",1,"MA","USA",0,42,"No",1,0,0,"None",0,1,1,1,33.5719814115463,17.99
679,0,"Yes",1,"ME","USA",1,30,"Yes",0,1,0,"None",0,0,0,1,27.3096373824316,35.03
680,1,"No",1,"MA","USA",0,27,"No",1,1,0,"None",0,0,0,1,38.8678544843204,16.34
681,0,"Yes",1,"RI","USA",0,32,"No",1,1,0,"None",0,1,0,0,62.7917912637102,11.81
682,0,"Yes",1,"VT","USA",1,41,"No",0,1,1,"Chocolate",0,1,1,0,54.427884883932,20.02
683,1,"No",1,"VT","USA",1,43,"No",0,1,1,"Vanilla",0,0,0,1,38.7220713200171,30.66
684,1,"No",1,"NY","USA",1,33,"No",0,0,0,"None",0,0,0,0,50.7797763133749,38.87
685,1,"No",1,"RI","USA",1,38,"No",0,0,0,"None",1,0,0,1,41.9681056585893,45.66
686,1,"No",1,"NH","USA",1,43,"No",1,0,0,"None",0,0,0,0,30.3482036240883,23.72
687,1,"No",0,"NaN","JPN",0,40,"No",1,1,1,"Vanilla",0,1,1,1,68.481746036711,29.79
688,1,"No",1,"NH","USA",0,44,"No",1,0,0,"None",0,1,1,1,38.3282977936984,22.88
689,1,"No",0,"NaN","NaN",1,39,"No",1,0,0,"None",0,0,0,0,48.3487522573012,30.54
690,1,"No",1,"ME","USA",1,36,"Yes",1,0,0,"None",0,0,0,1,34.5812245871303,32.22
691,1,"No",1,"VT","USA",1,42,"No",1,0,0,"None",1,1,0,0,29.2886214525602,43.41
692,1,"No",0,"NaN","CHN",0,37,"No",0,0,0,"None",0,1,0,0,47.5996237075417,25.64
693,0,"Yes",1,"MA","USA",0,34,"No",1,1,1,"Vanilla",1,1,1,1,42.5117520028943,9.95
694,1,"No",1,"Other","USA",1,35,"No",1,1,1,"Chocolate",1,0,0,0,27.8784191358321,23.05
695,0,"Yes",1,"Other","USA",1,51,"No",0,0,0,"None",0,0,0,1,24.767964218337,29.28
696,0,"Yes",1,"MA","USA",0,43,"No",1,0,0,"None",0,1,0,0,35.7708113531691,8.76
697,1,"No",1,"NH","USA",1,33,"No",1,0,1,"Vanilla",0,0,0,1,37.5398763699267,41.53
698,0,"Yes",0,"NaN","GER",0,34,"No",1,0,1,"Chocolate",1,1,0,1,59.2214801793585,31.96
699,1,"No",0,"NaN","JPN",1,33,"No",1,0,1,"Vanilla",0,1,0,1,51.6883266291866,33.43
700,0,"Yes",1,"NY","USA",0,27,"No",0,0,0,"None",0,0,0,1,18.5508959007772,20.19
701,0,"Yes",1,"ME","USA",0,44,"Yes",1,0,1,"Vanilla",1,1,0,0,30.2890702538016,11.7
702,0,"Yes",1,"VT","USA",0,34,"No",0,0,0,"None",1,0,0,1,31.551617064459,31.88
703,0,"Yes",1,"MA","USA",0,44,"No",1,0,1,"Vanilla",0,1,1,0,49.6701044878035,22.8
704,1,"No",0,"NaN","MEX",0,31,"No",1,0,0,"None",0,1,0,0,46.3518547157215,31.2
705,0,"Yes",1,"Other","USA",1,28,"No",0,0,0,"None",0,0,0,1,33.2489991172759,23.42
706,1,"No",0,"NaN","BRA",1,27,"No",1,0,1,"Chocolate",1,1,0,0,53.2887460527065,37.76
707,1,"No",0,"NaN","NaN",1,29,"No",0,1,0,"None",1,1,0,0,52.8479563888343,22.83
708,1,"No",1,"NY","USA",0,42,"No",0,0,1,"Chocolate",1,0,0,0,45.6706318722755,13.25
709,1,"No",0,"NaN","GER",1,40,"No",1,0,0,"None",1,0,0,1,65.4778712178191,35.45
710,1,"No",0,"NaN","BRA",0,36,"No",1,0,1,"Chocolate",1,1,0,0,54.4110068902617,33.21
711,1,"No",0,"NaN","NaN",0,34,"No",1,0,1,"Vanilla",1,1,0,0,49.030491941487,29.3
712,0,"Yes",1,"NY","USA",0,36,"No",0,0,0,"None",0,1,0,0,45.2122015173007,23.75
713,1,"No",1,"MA","USA",1,35,"No",0,0,0,"None",0,0,0,0,33.4697260132193,23.88
714,0,"Yes",1,"MA","USA",0,29,"No",0,0,0,"None",1,1,0,1,34.7202618137964,29.05
715,1,"No",1,"MA","USA",0,40,"No",1,0,1,"Vanilla",1,0,0,1,43.7790007583949,26.38
716,1,"No",1,"ME","USA",0,43,"Yes",1,0,1,"Chocolate",0,1,1,0,26.5095982519857,48.03
717,1,"No",1,"NY","USA",1,33,"No",0,1,1,"Vanilla",1,1,1,0,17.9000595331414,18.56
718,1,"No",1,"ME","USA",1,27,"Yes",0,0,0,"None",1,1,0,0,32.6908764336218,21.73
719,0,"Yes",1,"VT","USA",1,40,"No",0,1,0,"None",1,0,0,0,21.78931698004,35.67
720,1,"No",1,"ME","USA",0,25,"Yes",1,0,0,"None",0,1,0,0,35.3890785199306,29.67
721,0,"Yes",1,"ME","USA",0,24,"Yes",0,0,0,"None",0,0,0,0,35.1491743772502,41.69
722,0,"Yes",1,"NY","USA",0,37,"No",1,0,1,"Chocolate",1,1,0,1,50.450884737303,17.55
723,1,"No",1,"MA","USA",0,44,"No",0,0,1,"Vanilla",0,0,1,0,37.4188020354391,22.59
724,0,"Yes",1,"Other","USA",0,26,"No",0,0,1,"Chocolate",0,1,0,0,37.2989433053733,12.78
725,0,"Yes",1,"NY","USA",1,41,"No",1,0,1,"Vanilla",0,0,0,0,43.4118151098473,30.19
726,1,"No",1,"VT","USA",0,40,"No",1,0,1,"Chocolate",1,0,0,0,28.5190697519694,42.38
727,1,"No",1,"ME","USA",1,36,"Yes",1,0,0,"None",0,1,0,1,44.1108274583126,18.11
728,1,"No",1,"VT","USA",0,32,"No",0,0,0,"None",0,1,1,0,29.8116483477528,36.39
729,1,"No",1,"NY","USA",0,29,"No",0,0,0,"None",0,0,0,0,65.8191939562406,2.79
730,1,"No",1,"MA","USA",0,41,"No",0,0,0,"None",0,0,0,0,33.158483929611,38.52
731,1,"No",0,"NaN","JPN",0,41,"No",0,0,1,"Vanilla",0,1,1,1,53.5696281354069,30.47
732,0,"Yes",1,"ME","USA",0,33,"Yes",0,0,0,"None",1,0,0,1,38.7411611696305,31.93
733,0,"Yes",1,"VT","USA",0,30,"No",1,0,0,"None",1,1,0,0,38.3508080384535,32.3
734,0,"Yes",0,"NaN","CHN",1,48,"No",1,0,1,"Chocolate",1,1,1,1,41.7900048411529,29.49
735,0,"Yes",1,"MA","USA",0,36,"No",1,0,1,"Vanilla",0,1,0,0,36.2115304614031,35.69
736,1,"No",1,"ME","USA",0,28,"Yes",0,1,0,"None",0,1,0,1,41.3186766014408,23.31
737,0,"Yes",1,"VT","USA",1,37,"No",1,0,0,"None",1,0,0,1,47.6993579938923,38.85
738,1,"No",0,"NaN","CHN",0,27,"No",1,0,0,"None",1,1,0,1,59.069588925186,28.86
739,1,"No",1,"MA","USA",0,39,"No",0,0,0,"None",1,1,0,0,36.980012479714,21.1
740,1,"No",0,"NaN","UK",1,34,"No",1,0,0,"None",1,0,0,1,55.51934438918,29.61
741,1,"No",1,"Other","USA",0,31,"No",1,0,0,"None",1,0,0,1,38.5895070433972,28.81
742,0,"Yes",1,"RI","USA",0,37,"No",1,0,0,"None",1,1,0,1,35.2405847064338,18.47
743,1,"No",1,"ME","USA",1,35,"Yes",0,0,1,"Vanilla",1,0,1,1,39.8719687596464,31.24
744,0,"Yes",1,"VT","USA",1,31,"No",0,0,1,"Chocolate",1,1,0,0,45.1696582321648,20.59
745,0,"Yes",1,"ME","USA",1,39,"Yes",0,1,0,"None",0,0,0,0,32.4481477676601,40.52
746,0,"Yes",1,"NY","USA",1,40,"No",1,0,0,"None",1,1,0,1,31.210312204223,29.1
747,1,"No",1,"NY","USA",0,41,"No",1,1,0,"None",1,0,0,1,30.2902484672601,28.64
748,1,"No",0,"NaN","UK",0,24,"No",1,1,0,"None",1,1,0,0,66.548958427597,38.66
749,1,"No",1,"ME","USA",1,40,"Yes",1,0,1,"Vanilla",1,1,0,1,53.3881543862141,23.31
750,1,"No",1,"ME","USA",1,44,"Yes",1,0,0,"None",0,1,1,0,51.1110269662101,42.9
751,0,"Yes",1,"ME","USA",1,36,"Yes",1,1,1,"Vanilla",1,1,0,0,45.3989066849357,53.08
752,0,"Yes",1,"MA","USA",1,39,"No",0,0,0,"None",1,0,0,1,24.479028616373,35.48
753,0,"Yes",1,"RI","USA",0,38,"No",1,0,1,"Vanilla",0,0,0,1,41.0596016167597,35.67
754,1,"No",1,"MA","USA",1,36,"No",1,0,0,"None",0,0,1,0,28.6882883360456,5.18
755,0,"Yes",1,"Other","USA",0,51,"No",1,0,0,"None",0,0,0,0,44.6005936228761,33.23
756,1,"No",1,"Other","USA",0,34,"No",1,0,0,"None",0,1,1,0,34.7999265531311,20.72
757,0,"Yes",1,"VT","USA",0,38,"No",1,0,0,"None",1,0,0,0,53.6301568800069,34.98
758,1,"No",0,"NaN","BRA",0,36,"No",1,0,0,"None",1,1,1,0,49.6895904693958,36.87
759,1,"No",0,"NaN","CAN",0,25,"No",1,0,1,"Vanilla",1,1,0,1,54.88831921889,30.83
760,0,"Yes",1,"NY","USA",0,30,"No",0,0,1,"Chocolate",0,1,0,1,31.2805931983169,26.87
761,1,"No",0,"NaN","CAN",1,47,"No",1,1,1,"Vanilla",1,1,0,0,59.3297185385479,28.89
762,1,"No",0,"NaN","BRA",1,38,"No",0,1,0,"None",0,1,0,0,48.2900109069861,31.1
763,1,"No",1,"ME","USA",0,44,"Yes",0,0,0,"None",0,0,0,0,36.9593733526746,20.07
764,1,"No",0,"NaN","CAN",0,42,"No",1,0,0,"None",0,0,1,0,67.5504289570876,35.65
765,1,"No",0,"NaN","FRA",0,33,"No",0,0,1,"Vanilla",0,0,0,0,63.8496588793688,22.31
766,1,"No",0,"NaN","CAN",1,36,"No",1,0,0,"None",1,1,0,0,62.4992016934899,33.06
767,0,"Yes",1,"Other","USA",1,38,"No",0,0,1,"Vanilla",0,0,0,1,42.6811722827228,32.5
768,0,"Yes",1,"ME","USA",0,44,"Yes",0,0,0,"None",0,1,1,0,47.2697800701651,29.62
769,1,"No",1,"Other","USA",0,36,"No",0,0,0,"None",0,1,1,0,45.4486923895568,16.41
770,0,"Yes",1,"NY","USA",1,37,"No",1,0,0,"None",0,0,0,0,41.7117780525938,44.74
771,0,"Yes",1,"NY","USA",1,38,"No",1,0,0,"None",0,1,0,0,42.9995386784797,12
772,0,"Yes",1,"Other","USA",1,43,"No",1,0,0,"None",0,0,0,0,33.1687708943822,43.19
773,1,"No",1,"NH","USA",1,29,"No",1,0,0,"None",1,0,1,1,45.5104477785363,33.2
774,0,"Yes",1,"Other","USA",1,32,"No",0,0,0,"None",1,0,0,1,33.7422308376701,32.3
775,0,"Yes",1,"NH","USA",0,25,"No",1,0,1,"Vanilla",0,1,0,1,38.7220299894981,30.07
776,1,"No",1,"Other","USA",1,32,"No",0,0,1,"Chocolate",0,0,0,0,41.5908189417542,37.53
777,1,"No",1,"MA","USA",0,39,"No",1,0,0,"None",1,1,1,1,38.1186950633553,27
778,0,"Yes",1,"MA","USA",0,38,"No",0,0,1,"Chocolate",1,1,0,0,40.5314613926301,13.79
779,0,"Yes",1,"RI","USA",0,47,"No",1,0,0,"None",0,0,1,0,35.2493289692179,45
780,1,"No",1,"ME","USA",0,35,"Yes",0,1,0,"None",1,0,0,0,35.8211223933712,41.37
781,1,"No",0,"NaN","CAN",1,41,"No",1,0,0,"None",0,1,0,0,55.4777089284784,34.65
782,0,"Yes",1,"RI","USA",0,44,"No",1,0,0,"None",1,1,0,0,23.5907094753398,26.92
783,1,"No",1,"ME","USA",1,47,"Yes",0,0,0,"None",0,1,0,1,48.6021466161258,34.97
784,0,"Yes",1,"NH","USA",0,29,"No",1,0,1,"Chocolate",0,0,1,0,39.0386603308213,27.11
785,1,"No",0,"NaN","FRA",1,38,"No",1,1,0,"None",1,1,1,1,55.4919975504549,24.52
786,0,"Yes",1,"Other","USA",1,38,"No",1,1,0,"None",1,1,0,1,46.5180705299511,26.86
787,1,"No",1,"MA","USA",0,34,"No",0,0,0,"None",0,1,0,0,39.348106552036,33.14
788,1,"No",1,"RI","USA",0,45,"No",1,0,1,"Chocolate",1,0,0,0,41.0298588813464,42.74
789,1,"No",0,"NaN","UK",1,46,"No",1,0,0,"None",1,1,0,0,56.3114202012796,30.39
790,1,"No",1,"MA","USA",0,39,"No",1,0,1,"Chocolate",0,0,0,1,32.6521534270886,32.77
791,1,"No",1,"ME","USA",0,36,"Yes",0,0,0,"None",1,1,0,0,31.5903237091923,43.17
792,1,"No",1,"ME","USA",0,32,"Yes",1,0,1,"Chocolate",0,0,0,0,31.6981960762116,18.49
793,0,"Yes",1,"NY","USA",0,33,"No",0,0,0,"None",1,0,0,0,35.3181272445241,41.23
794,1,"No",1,"ME","USA",1,24,"Yes",1,0,0,"None",1,1,0,0,43.4708712859245,24.2
795,1,"No",1,"ME","USA",1,27,"Yes",0,0,1,"Vanilla",0,1,0,1,41.6803317338351,15.88
796,0,"Yes",1,"ME","USA",1,44,"Yes",0,0,0,"None",1,0,0,0,35.4310925090675,27.2
797,0,"Yes",1,"NH","USA",0,39,"No",1,0,0,"None",0,1,0,0,42.6700619767635,36.37
798,0,"Yes",1,"ME","USA",0,34,"Yes",1,0,0,"None",1,0,0,1,37.2109651120196,34.88
799,1,"No",0,"NaN","MEX",0,34,"No",1,0,1,"Vanilla",1,0,0,0,74.818923008348,22.18
800,1,"No",1,"Other","USA",0,30,"No",0,0,1,"Chocolate",0,1,1,1,46.2577494622028,29.05
801,1,"No",0,"NaN","IND",0,43,"No",0,0,1,"Vanilla",1,1,1,0,60.509740393898,25.58
802,1,"No",1,"ME","USA",0,41,"Yes",1,0,0,"None",0,1,0,0,37.6902784615106,35.27
803,1,"No",0,"NaN","IND",1,43,"No",1,0,0,"None",0,0,0,0,66.6707611705302,32.83
804,0,"Yes",1,"ME","USA",1,28,"Yes",0,0,0,"None",0,1,1,0,53.4401386446905,38.84
805,1,"No",1,"ME","USA",0,40,"Yes",0,0,0,"None",1,1,0,1,48.5121268319802,32.52
806,1,"No",0,"NaN","CAN",1,36,"No",0,0,0,"None",0,1,0,0,50.9199445319037,26.89
807,0,"Yes",1,"Other","USA",1,43,"No",0,0,0,"None",0,1,0,0,34.5818834349066,20.79
808,1,"No",1,"Other","USA",1,46,"No",1,0,0,"None",0,0,1,0,18.1799877950917,15.78
809,1,"No",0,"NaN","CHN",0,35,"No",1,0,0,"None",0,1,0,0,55.8305480962523,23.55
810,1,"No",1,"NY","USA",1,36,"No",1,0,0,"None",0,0,0,1,31.7012688844587,27.13
811,0,"Yes",1,"MA","USA",1,40,"No",0,0,0,"None",1,0,0,1,34.7789539251844,34.17
812,0,"Yes",0,"NaN","CHN",0,35,"No",1,0,1,"Chocolate",0,1,1,1,47.6902760936514,26.05
813,0,"Yes",1,"NH","USA",1,33,"No",1,0,0,"None",1,0,0,0,32.3987004693379,21.74
814,1,"No",0,"NaN","BRA",1,35,"No",1,1,1,"Chocolate",1,1,0,1,63.2895281772337,29.85
815,1,"No",1,"NY","USA",0,41,"No",1,0,0,"None",0,0,1,0,44.3308099765227,20.43
816,1,"No",0,"NaN","MEX",0,31,"No",1,0,0,"None",1,1,1,0,49.4690012958,33.34
817,1,"No",0,"NaN","CAN",1,35,"No",1,0,1,"Vanilla",1,0,1,1,51.0318352211994,32.78
818,1,"No",1,"ME","USA",1,41,"Yes",1,0,0,"None",0,1,0,1,21.4881706414526,24.45
819,0,"Yes",1,"ME","USA",1,28,"Yes",1,0,0,"None",0,0,0,1,39.4692263676311,36.07
820,0,"Yes",1,"ME","USA",0,39,"Yes",0,0,0,"None",0,0,1,0,42.9489446451016,33.74
821,0,"Yes",1,"MA","USA",0,43,"No",0,0,0,"None",1,0,1,0,45.4786647347621,21.38
822,0,"Yes",1,"VT","USA",0,43,"No",0,0,0,"None",0,0,0,0,34.8703590566701,27.26
823,1,"No",1,"NH","USA",0,33,"No",0,0,0,"None",0,0,0,1,46.0711947309826,25.73
824,0,"Yes",1,"ME","USA",1,39,"Yes",1,0,0,"None",0,0,0,1,44.268054618703,23.72
825,1,"No",1,"ME","USA",1,41,"Yes",0,0,0,"None",1,1,0,1,30.5290055340013,23.6
826,0,"Yes",1,"NH","USA",1,31,"No",1,0,1,"Chocolate",1,0,0,0,31.0179558740288,45.81
827,1,"No",1,"ME","USA",1,35,"Yes",1,1,0,"None",0,0,1,1,42.5786470509818,31.87
828,1,"No",1,"ME","USA",1,34,"Yes",0,0,0,"None",0,1,0,1,35.7790308900541,34.68
829,1,"No",0,"NaN","NaN",0,33,"No",0,0,0,"None",1,1,0,1,56.6402859047357,33.33
830,1,"No",1,"MA","USA",1,30,"No",0,1,0,"None",1,1,0,0,30.4693980104025,39.58
831,1,"No",1,"ME","USA",1,44,"Yes",1,0,1,"Vanilla",1,0,0,1,54.9212634816057,15.77
832,1,"No",1,"ME","USA",0,41,"Yes",1,0,0,"None",1,0,0,0,42.7219236977783,35.6
833,1,"No",0,"NaN","CAN",0,29,"No",1,0,0,"None",0,1,1,1,54.4592575981836,37.63
834,0,"Yes",1,"VT","USA",0,34,"No",0,0,0,"None",0,1,0,0,31.6601778408885,32.3
835,1,"No",1,"NH","USA",0,31,"No",0,0,0,"None",1,0,0,0,44.4592042890064,32.49
